window,variant,CAGR,AnnReturn,AnnVol,Sharpe,MaxDD,UlcerIndex,TotalReturn
2008-12-31_2023-10-27,"set_[100, 200, 221]__x100_1_200_0_221_0",0.09983437346088486,0.100216862076714,0.10022571168790442,0.7005873133170081,-0.1484366970137546,4.689907348401034,4.092959675574553
2008-12-31_2023-10-27,"set_[100, 200, 221]__x100_1_200_0_221_1",0.10949418012973866,0.1106877841175076,0.11610178611938038,0.6949745289408491,-0.15087025169381474,5.462900910896883,4.658865617188141
2008-12-31_2023-10-27,"set_[100, 200, 221]__x100_1_200_1_221_0",0.10422917324730685,0.10595372363409163,0.1163199129020435,0.6529726659789933,-0.13085495003121644,5.313876704606772,4.341966783943268
2008-12-31_2023-10-27,"set_[100, 200, 221]__x100_1_200_1_221_1",0.11298651924283498,0.11642464567488521,0.13654037562791455,0.6329603626578599,-0.18027937748311695,6.832531267951252,4.880826180263919
2008-12-31_2023-10-27,sma100_3in_1out,0.10011064542932369,0.10443021995765055,0.1339337630939123,0.5557241000199571,-0.1717492506067189,6.748593120935276,4.108212192097287
2008-12-31_2023-10-27,sma100_3in_0out,0.07774322393598032,0.07952919588709474,0.09631173509140649,0.5142592005022868,-0.15032917167175858,5.079578958947539,3.0306523757563477
2008-12-31_2023-10-27,sma200_3in_1out,0.11916037546847913,0.1234582691522429,0.14709449553768852,0.6353621106664529,-0.19232964204882771,7.392767967731828,5.297513299614733
2008-12-31_2023-10-27,sma200_3in_0out,0.10586663157684528,0.10624768448011006,0.10569857557330499,0.7213690824738703,-0.16759207271125068,5.134547455160175,4.438303264341023
2008-12-31_2023-10-27,baseline_buyhold,0.19065443444452046,0.1967410005708314,0.2103692286301795,0.7926111706382462,-0.351187217031398,8.944400837312008,13.254111778234135
2021-09-13_2025-10-01,"set_[100, 200]__x100_0_200_0",0.11259018659825415,0.10943905386660942,0.07389974291811136,1.074957107153082,-0.0884485557257994,2.402935001164282,1.5387908648720168
2021-09-13_2025-10-01,"set_[100, 200]__x100_0_200_1",0.12686560657683166,0.12474289876227587,0.10269713512722219,0.9225466576541543,-0.11018635976233118,4.012322729172156,1.6201189916914875
2021-09-13_2025-10-01,"set_[100, 200]__x100_1_200_0",0.14106738454103174,0.13692804197114783,0.09934930712851808,1.076283721162,-0.09562376087240759,2.952533708244533,1.7041955445271568
2021-09-13_2025-10-01,"set_[100, 200]__x100_1_200_1",0.15517867961659926,0.1522318868668143,0.12598414442887965,0.9702164301779774,-0.12150836771169836,3.9661916735953167,1.7909470138590993
2021-09-13_2025-10-01,"set_[100, 200, 221]__x100_0_200_0_221_0",0.09589202752219861,0.09405980681164286,0.07036703815066528,0.9103666787066157,-0.10564066301865369,2.844597150700241,1.4476019385882857
2021-09-13_2025-10-01,"set_[100, 200, 221]__x100_0_200_0_221_1",0.12609122757766045,0.12272539536485323,0.08885829311460802,1.04351987996503,-0.09400340569447015,2.9472827936143533,1.6156261410895152
2021-09-13_2025-10-01,"set_[100, 200, 221]__x100_0_200_1_221_0",0.10486419232964717,0.10426237007542047,0.0950432844067468,0.7813531543965545,-0.12288812575091633,4.102249247576078,1.4960778803565304
2021-09-13_2025-10-01,"set_[100, 200, 221]__x100_0_200_1_221_1",0.13523280829378637,0.13292795862863088,0.11005776440462779,0.9352176030962782,-0.11707418569795636,4.039960991245633,1.669266374659409
2021-09-13_2025-10-01,"set_[100, 200, 221]__x100_1_200_0_221_0",0.11491040697855626,0.11238579888133515,0.08473876266936954,0.9722327337110752,-0.0814156539875855,2.6922722700984068,1.5517954684995565
2021-09-13_2025-10-01,"set_[100, 200, 221]__x100_1_200_0_221_1",0.14498108667397758,0.14105138743454554,0.1061189341002879,1.0464804266653889,-0.10903203309120922,3.1715868721649896,1.7279314839719184
2021-09-13_2025-10-01,"set_[100, 200, 221]__x100_1_200_1_221_0",0.12380936637299489,0.12258836214511279,0.10802573500250331,0.8570954147450811,-0.10442857533469531,3.8065172727232035,1.6024415693329006
2021-09-13_2025-10-01,"set_[100, 200, 221]__x100_1_200_1_221_1",0.15404108281538686,0.15125395069832318,0.12603705445802418,0.9620500194941164,-0.12619550140734653,3.9375800356028057,1.7838329279056442
2021-09-13_2025-10-01,sma100_3in_1out,0.14105213043729647,0.14041910666594548,0.1298927035329957,0.8500793629096844,-0.13922306131700782,5.184474496826335,1.704103513717589
2021-09-13_2025-10-01,sma100_3in_0out,0.08435433890990729,0.08544113045686859,0.09429949752457847,0.5879260432158534,-0.14723151268694418,4.926614037295882,1.3870131217986257
2021-09-13_2025-10-01,sma200_3in_1out,0.1679812513659935,0.16404466706768314,0.13206294519513584,1.015005888817784,-0.1355774023917621,3.6620454120146917,1.8724900235543256
2021-09-13_2025-10-01,sma200_3in_0out,0.13787202822850508,0.13343697727635023,0.09218498274057657,1.122058866870308,-0.0998874342150609,2.2373202354560298,1.6849988756414849
2021-09-13_2025-10-01,baseline_buyhold,0.13124650297861074,0.1511427674478901,0.2361273159978619,0.5130400391667816,-0.3511872170313986,14.962308581728024,1.645713707215375
2001-12-11_2020-10-13,"set_[100, 200]__x100_0_200_0",0.09327489746422835,0.09273634983740837,0.08414621639554296,0.7455635264989929,-0.11445626444695575,4.5492965066319515,5.357253439383653
2001-12-11_2020-10-13,"set_[100, 200]__x100_0_200_1",0.09400789594372227,0.09575779501172352,0.10844870115377767,0.6063493090477915,-0.13711230404958527,6.619785324905212,5.425262233807996
2001-12-11_2020-10-13,"set_[100, 200]__x100_1_200_0",0.09392505009074403,0.09555272772292304,0.10723262776407212,0.6113132643466398,-0.14955371296466455,6.398607348428547,5.417534883371617
2001-12-11_2020-10-13,"set_[100, 200]__x100_1_200_1",0.09370078014880212,0.09857417289723819,0.13387144780187318,0.512238972710047,-0.17782880591187397,8.594816063292894,5.396668623469253
2001-12-11_2020-10-13,"set_[100, 200, 221]__x100_0_200_0_221_0",0.09538182316050992,0.09494367239732161,0.08741199145441397,0.7429606775540658,-0.10643418982520925,4.474348779594815,5.554945413919275
2001-12-11_2020-10-13,"set_[100, 200, 221]__x100_0_200_0_221_1",0.10108011564623776,0.10111718183462517,0.09798835690028969,0.7257717557912733,-0.12809978942184652,5.596507527241209,6.124798593666745
