Date,A_original_cefs_ief,B_original_cefs_bil,B2_original_cefs_sgov,C_etfs_ief,D_etfs_bil,D2_etfs_sgov,E_original_cefs_6m_ief,F_original_cefs_12m_ief,G_original_cefs_3_6_12m_ief,SPY_buy_hold,CEF_equal_weight_buy_hold,ETF_equal_weight_buy_hold
2013-10-31,0.0175363525,0.0115393486,0.0117029662,0.0259589318,0.0219609291,0.0220700076,0.0247798582,0.0247798582,0.0247798582,0.0463071131111481,0.04011701699101611,0.0364060248724859
2013-11-30,0.0072148014,0.0114874041,0.0115966097,-0.0077642574,-0.0056279561,-0.0055733532,0.0072148014,-0.0035970516,0.0072148014,0.029637212290416715,-0.012218355253742819,-0.006744770229415387
2013-12-31,0.0158492715,0.0263024776,0.0263024776,0.0032077879,0.013660994,0.013660994,0.0158492715,0.0212019611,0.0158492715,0.02592677760183193,0.04139948497737905,0.012877136175726667
2014-01-31,0.0027308249,-0.0049274076,-0.0049274076,-0.0079855084,-0.0233019734,-0.0233019734,-0.0037417222,-0.0026973698,-0.0037417222,-0.03524840161703935,0.0037751772156445207,-0.006203841364249202
2014-02-28,0.0030023692,0.0021632472,0.0021086325,0.027689898,0.026850776,0.0267961613,0.0030023692,0.00200021,0.0030023692,0.04551564055784696,0.018163602331112277,0.03945952274072129
2014-03-31,0.0124841442,0.0124841442,0.0124841442,0.0087998678,0.0087998678,0.0087998678,0.0124841442,0.0075663275,0.0124841442,0.00829539751627384,0.012484144224783111,0.008799867832217756
2014-04-30,0.0223556983,0.0223556983,0.0223556983,0.0261943421,0.0261943421,0.0261943421,0.0223556983,0.0187909664,0.0223556983,0.006951847529207855,0.02235569832673817,0.02619434210190713
2014-05-31,0.0306797836,0.0306797836,0.0306797836,0.0187910159,0.0187910159,0.0187910159,0.0306797836,0.0233937047,0.0306797836,0.02320651724200773,0.030679783553152207,0.018791015906786224
2014-06-30,0.0211472894,0.0211472894,0.0211472894,0.0213711039,0.0213711039,0.0213711039,0.0211472894,0.0211472894,0.0211472894,0.020644416910250873,0.02114728940856142,0.021371103857114798
2014-07-31,-0.0121038186,-0.0121038186,-0.0121038186,-0.0106973774,-0.0106973774,-0.0106973774,-0.0121038186,-0.0121038186,-0.0121038186,-0.013437175457605921,-0.01210381863414986,-0.010697377417833331
2014-08-31,0.0344610759,0.0344610759,0.0344610759,0.026094501,0.026094501,0.026094501,0.0344610759,0.0344610759,0.0344610759,0.03946325267710171,0.03446107587687686,0.026094500972013268
2014-09-30,-0.0134259165,-0.0134259165,-0.0134259165,-0.0381293882,-0.0381293882,-0.0381293882,-0.0134259165,-0.0134259165,-0.0134259165,-0.013796344851439879,-0.013425916510674762,-0.038129388155936084
2014-10-31,0.0294089354,0.0294089354,0.0294089354,0.0359425705,0.0320473318,0.0321020361,0.0294089354,0.0294089354,0.0294089354,0.023550991589685877,0.02940893541496839,0.02327387968303385
2014-11-30,0.0061655107,0.0061655107,0.0061655107,0.0153839926,0.0121624324,0.0121624324,0.0061655107,0.0061655107,0.0061655107,0.027471895359336695,0.006165510654585593,-0.00957175297543536
